LOCAL;LOCAL;Anio;Poblacion estimada;Porcentaje nac madres solteras;Porcentaje nac madres menores 15 anios;Porcentaje_nacimientos_madres_adolescentes15a19;Accidentes_transito;Cantidad_EBAIS;Casos_Abuso_Fisico;Casos_Abuso_Psicologico;Casos_Abuso_Sexual;Casos_accidente_laboral;Casos_Dengue;Casos_Negligencia_abandono;Casos_Neumonia;Cobertura_3dpt;Cobertura_matricula_Primaria;Cobertura_matricula_Secundaria;Cobertura_SRyP;Consultas_servicio_medicina_Externa;Consultas_servicio_medicina_Externa_x_habitante;Consultas_servicio_Urgencias;Consultas_servicio_Urgencias_habitante;Consumo_electricidad(kwh);Consumo_promedio_de_electricidad_(kwh/habitantes);Defunciones;Defunciones_Infantiles;Defunciones_Infarto_Agudo_Miocardio;Defunciones_Cancer_Prostata;Defunciones_Cancer_Utero;Defunciones_Accidentes_Transporte;Defunciones_por_Alcohol0Cirrosis;Defunciones_por_Cancer_Mama;Defunciones_por_Diabetes;Defunciones_por_Enfermedades_Cardiovasculares;Defunciones_por_enfermedades_Respiratorias_Cronicas;Defunciones_por_Homicidios;Defunciones_por_IRA;Defunciones_por_Suicidios;Defunciones_por_Tumores_malignos;Dias_de_estancia_promedio;Dosis_3dpt;Dosis_S_R_yP;Egresos;Estancias;Habitantes_por_EBAIS;Indice_de_dependencia_en_ancianos;Indice_de_dependencia_en_niños;Matricula_Inicial_Primaria;Matricula_Inicial_Secundaria;Matricula_preescolar;Nacimientos;P.E.A;Patronos,_Actividades_inmobiliarias,_empresariales_y_de_alquiler;Patronos,_Administracion_publica_y_defensa;Patronos,_Agricultura,_ganaderia,_caza_y_selvicultura;Patronos,_Comercio,_reparacion_de_vehiculos_automotores_y_enseres_dome;Patronos,_Construccion;Patronos,_Electricidad,_gas_y_agua;Patronos,_Enseñanza;Patronos,_Explotacion_de_minas_y_canteras;Patronos,_Hogares_privados_con_servicio_domestico;Patronos,_Hoteles_y_restaurantes;Patronos,_Industrias_manufactureras;Patronos,_Intermediacion_financiera;Patronos,_Organizaciones_extraterritoriales;Patronos,_Otras_actividades_de_servicios;Patronos,_Pesca;Patronos,_Servicios_sociales_y_de_salud;Patronos,_Transporte,_almacenamiento_y_comunicaciones;Pensiones_RNC;Tasa_de_Mortalidad_General;Tasa_de_Mortalidad_Infantil;Tasa_de_mortalidad_por_accidentes_de_transporte;Tasa_de_mortalidad_por_Alcohol0Cirrosis;Tasa_de_mortalidad_por_Cancer_de_Mama;Tasa_de_mortalidad_por_Cancer_de_Prostata;Tasa_de_mortalidad_por_Cancer_de_Utero;Tasa_de_mortalidad_por_Diabetes;Tasa_de_mortalidad_por_Enfermedades_Cardiovasculares;Tasa_de_mortalidad_por_Enfermedades_Respiratorias_Cronicas;Tasa_de_mortalidad_por_homicidios;Tasa_de_mortalidad_por_Infarto_Agudo_del_Miocardio;Tasa_de_mortalidad_por_IRA;Tasa_de_mortalidad_por_suicidios;Tasa_de_mortalidad_por_tumores_malignos;Tasa_de_Natalidad;Tasa_de_repitencia_Primaria;Tasa_de_repitencia_Secundaria;Total_de_colegios;Total_de_Escuelas;Total_de_Kinder;Total_de_viviendas;Trabajadores_Seguro_Pensiones;Trabajadores_Seguro_Salud;Trabajadores,_Actividad_Ignorada;Trabajadores,_Actividades_inmobiliarias,_empresariales_y_de_alquiler;Trabajadores,_Administracion_publica_y_defensa;Trabajadores,_Agricultura,_ganaderia,_caza_y_selvicultura;Trabajadores,_Comercio,_reparacion_de_vehiculos_automotores_y_enseres_domesticos;Trabajadores,_Construccion;Trabajadores,_Electricidad,_gas_y_agua;Trabajadores,_Enseñanza;Trabajadores,_Explotacion_de_minas_y_canteras;Trabajadores,_Hogares_privados_con_servicio_domestico;Trabajadores,_Hoteles_y_restaurantes;Trabajadores,_Industrias_manufactureras;Trabajadores,_Intermediacion_financiera;Trabajadores,_Organizaciones_extraterritoriales;Trabajadores,_Otras_actividades_de_servicios;Trabajadores,_Pesca;Trabajadores,_Servicios_sociales_y_de_salud;Trabajadores,_Transporte,_almacenamiento_y_comunicaciones;Viviendas_con_acceso_a_electricidad;Poblacion_estimada;IDHc;IPHc;Icc;Presidencial_1er_ronda;Presidencial_2da_ronda;Elecciones_Municipales;Referéndum_TLC;Tasa_de_Fecundidad;Indice_de_Desarrollo_Social;Padron_electoral_estima
Alajuela;San RamÃ³n;2015;88610;20.75;0.45;14.11;0;19;46;14;12;542;124;19;23;95.02;88.69;101.71;100.08;261698.71;2.95;80343;0.91;99779658;1126;381;12;21;12;2;13;15;5;20;115;26;6;11;8;93;4;1184;1238;6073;26397;4664;12;31;7881;7237;2130;1325;38545;2755;4;140;302;50;3;10;0;3;45;64;5;0;245;0;44;96;2590;4;9;1;2;1;1;0;2;13;3;1;2;1;1;10;15;3;11;16;86;64;24026;14241;17850;2098;1414;1049;3010;3040;1107;26;804;1;235;572;1204;280;0;1960;1;313;736;23951;88610;0;0;0;0;0;0;0;0;0;57117
Alajuela;Upala;2015;50464;34.36;1.54;20.06;241;12;9;1;5;271;89;9;6;97.61;91.04;67.8;92.18;108029.55;2.14;61423;1.22;40702603;807;187;12;7;1;1;9;2;1;8;55;6;3;6;2;25;4;982;920;3993;17562;4205;10;43;5975;4135;1523;972;11816;8467;1;133;47;6;0;0;1;0;5;6;1;0;7;0;8;14;1403;4;12;2;0;0;0;0;2;11;1;1;1;1;0;5;19;4;12;20;109;79;11793;5954;7852;1534;118;40;4592;726;127;10;2;4;47;102;143;12;0;102;0;111;182;11619;50464;0;0;0;0;0;0;0;0;0;26574
Alajuela;Valverde Vega;2015;20976;19.03;0;16.79;229;5;9;3;4;81;12;5;22;95.68;79.18;75.9;96.32;71409.37;3.4;23149;1.1;22330730;1065;71;4;8;2;0;2;0;0;3;24;4;0;3;3;9;4;288;288;1417;6103;4195;10;31;1673;1304;485;268;8409;8775;1;34;62;23;0;1;0;1;5;45;1;0;8;0;5;22;650;3;15;1;0;0;1;0;1;11;2;0;4;1;1;4;13;2;14;3;13;13;5216;3742;4494;627;129;267;1265;742;207;8;10;0;288;63;536;12;1;68;1;68;202;5216;20976;0;0;0;0;0;0;0;0;0;14208
Cartago;Alvarado;2015;14853;38.38;0;13.64;198;3;7;2;4;27;2;0;1;90.64;86.31;123.43;92.12;39401;2.65;4825;0.32;15923835;1072;63;3;3;0;0;0;2;1;3;18;3;0;1;1;17;5;184;187;818;4428;4951;10;33;1368;1533;316;198;6791;22224;1;57;21;5;0;0;0;0;3;8;1;0;5;0;3;5;761;4;15;0;1;1;0;0;2;12;2;0;2;1;1;11;13;1;9;3;10;9;3724;2536;2944;519;43;182;1528;244;52;1;1;0;46;57;83;6;0;99;0;36;47;3724;14853;0;0;0;0;0;0;0;0;0;9985
Cartago;Cartago;2015;157794;50.79;0.49;13.48;134;30;121;23;36;555;26;24;39;93.59;97.27;142.26;100.4;386275;2.45;88475;0.56;495091272;3138;689;18;56;12;6;14;20;12;38;197;43;13;15;6;168;5;1884;2002;9381;42903;5260;11;29;14786;17575;4215;2032;81550;63795;18;284;885;306;3;28;3;1;71;215;15;0;390;0;156;324;3543;4;9;1;1;1;1;0;2;12;3;1;4;1;0;11;13;2;10;28;55;57;39715;48802;57620;6264;4026;2338;5841;9223;5751;622;4307;89;374;891;8379;653;0;4097;0;1683;3082;39715;157794;0;0;0;0;0;0;0;0;0;117991
Cartago;El Guarco;2015;44336;48.64;0.32;13.88;45;7;25;7;5;167;1;3;15;91.24;85.67;60.09;85.87;106605;2.4;36756;0.83;73850304;1666;171;6;5;1;3;8;8;5;10;37;19;0;5;1;46;5;604;565;2711;12441;6334;9;33;4114;2147;1148;627;22224;89395;2;70;129;53;0;4;0;5;7;39;2;0;62;0;10;65;636;4;10;2;2;1;0;1;2;8;4;0;1;1;0;10;14;1;15;5;33;28;11197;8372;9836;1257;494;90;1476;1499;1076;1;64;24;68;208;1870;19;0;918;2;95;675;11197;44336;0;0;0;0;0;0;0;0;0;31290
Cartago;JimÃ©nez;2015;16122;24.8;0.41;18.29;1935;4;19;3;26;13;28;2;8;94.44;95.68;89.46;100;54795;3.4;16264;1.01;12733334;790;83;2;6;1;0;3;3;0;5;22;9;0;10;2;14;4;221;229;1408;5482;4031;11;31;1507;1197;413;246;5373;6791;0;17;11;3;0;0;0;1;3;4;2;0;4;0;1;4;33;5;8;2;2;0;1;0;3;14;6;0;4;6;1;9;15;3;8;3;19;16;4237;2142;2678;531;70;0;1623;113;41;44;0;0;6;41;100;18;0;47;0;5;39;4209;16122;0;0;0;0;0;0;0;0;0;11681
Cartago;La UniÃ³n;2015;106490;46.32;0.43;13.7;82;20;65;25;42;351;65;25;39;106.23;91.22;71.49;99.85;236336;2.22;60555;0.57;145767212;1369;384;11;28;6;4;10;16;7;15;112;13;13;13;4;90;8;1415;1320;5305;42048;5325;9;30;9826;5990;3114;1401;63795;31119;9;48;256;236;0;16;1;0;25;95;60;0;174;0;59;155;1487;4;8;1;2;1;1;0;1;11;1;1;3;1;0;8;13;2;14;14;34;37;27700;16561;19166;2133;2903;316;1872;2896;2153;0;355;0;751;348;1285;496;0;1806;1;628;1223;27700;106490;0;0;0;0;0;0;0;0;0;67581
Cartago;Oreamuno;2015;48008;49.71;0.58;14.06;476;10;41;24;10;198;11;5;9;100.15;73.46;54.78;96.89;108369;2.26;19083;0.4;73620252;1533;180;7;12;3;4;3;14;4;7;41;4;5;5;2;58;4;682;655;2922;11406;4801;10;32;3693;2053;853;690;25206;267402;3;77;106;37;1;3;0;0;6;22;1;0;40;0;12;33;559;4;10;1;3;1;1;1;1;9;1;1;2;1;0;12;14;2;16;4;15;14;11574;6230;7759;1009;417;519;1938;1432;439;24;28;0;105;159;447;60;0;683;0;134;365;11574;48008;0;0;0;0;0;0;0;0;0;34952
Cartago;ParaÃ­so;2015;60448;50.91;0.23;14.04;156;12;29;4;14;180;11;7;14;101.5;90.05;83.62;98.48;141937;2.35;27648;0.46;78337180;1296;228;8;31;4;4;4;9;5;11;70;9;6;5;3;56;4;877;840;3778;14904;5037;10;33;5854;4165;1588;876;35713;5373;3;114;158;70;0;4;1;1;21;35;9;0;53;0;12;55;1510;4;9;1;1;1;1;1;2;12;1;1;5;1;0;9;14;3;19;7;31;31;15150;11108;13636;1777;494;734;3095;1680;1479;2;67;413;75;359;671;248;0;1706;1;167;668;15150;60448;0;0;0;0;0;0;0;0;0;44765
Cartago;Turrialba;2015;73453;26.14;0.41;17.32;694;19;98;19;69;64;151;21;68;95.94;96.2;95.53;94.8;218433;2.97;112599;1.53;88159239;1200;373;14;39;8;1;7;17;2;28;111;22;0;20;4;72;4;1134;1112;7146;31884;3866;13;33;7233;5518;1945;1224;31119;25206;6;150;168;41;2;7;1;0;32;51;47;0;47;0;25;99;3828;5;11;1;2;0;1;0;4;15;3;0;5;3;1;10;17;5;10;17;136;83;21118;10925;14734;1803;2341;129;2385;1894;464;33;51;9;188;482;2532;361;0;491;0;390;1181;20899;73453;0;0;0;0;0;0;0;0;0;55945
Guanacaste;Abangares;2015;19266;20.54;0.39;19.38;496;7;28;6;14;273;1878;14;6;95.16;86.12;91.44;98.61;66255;3.44;49333;2.56;116364878;6040;95;1;6;1;0;6;3;1;5;31;3;0;7;0;19;4;275;283;1345;5861;2752;12;36;1818;1570;501;258;6558;2178;4;45;49;11;2;1;18;2;16;11;2;0;12;7;5;29;765;5;4;3;2;1;1;0;3;16;2;0;3;4;0;10;13;3;6;5;39;23;5492;3356;3842;169;189;1499;267;463;439;11;35;93;14;210;57;114;0;64;29;50;139;5470;19266;0;0;0;0;0;0;0;0;0;13237
Guanacaste;Bagaces;2015;22301;19.94;0.29;19.08;2266;6;5;3;11;266;90;6;5;100.53;77.32;95.01;94.39;52828;2.37;37786;1.69;29709927;1332;100;3;3;3;2;4;3;2;11;19;4;2;0;2;24;4;380;353;1432;6042;3717;10;40;2148;1942;551;346;8054;11245;2;64;62;10;1;1;1;1;10;10;1;0;13;0;5;24;669;4;9;2;1;1;1;1;5;9;2;1;1;0;1;11;16;2;7;4;31;18;5802;2458;2951;449;124;27;877;526;127;10;12;62;25;200;124;25;0;184;1;38;140;5782;22301;0;0;0;0;0;0;0;0;0;13067
Guanacaste;CaÃ±as;2015;30793;24.2;0.21;23.55;598;7;76;12;58;894;541;10;27;95.18;77.18;89.32;97.18;98468;3.2;73404;2.38;72268809;2347;148;3;5;1;0;6;5;2;9;48;6;4;2;2;23;8;474;483;1974;15755;4399;10;38;2888;2558;821;467;11245;6318;3;48;154;13;0;1;1;18;26;26;3;0;32;9;10;57;893;5;6;2;2;1;0;0;3;16;2;1;2;1;1;7;15;2;9;7;32;23;7480;5514;6191;759;179;419;1151;1088;166;2;132;40;40;236;786;56;1;606;32;102;396;7480;30793;0;0;0;0;0;0;0;0;0;19065
Guanacaste;Carrillo;2015;41390;22.45;1.24;19.83;48;8;12;3;11;248;768;10;11;80.7;77.78;87.38;86.93;65577;1.58;53616;1.3;172997292;4180;195;2;13;2;2;18;1;2;13;56;15;3;10;3;29;5;602;645;2970;13686;5174;10;39;4053;2658;963;726;12824;6558;5;106;98;30;1;2;1;1;39;20;1;0;46;23;11;82;905;5;3;4;0;0;0;0;3;14;4;1;3;2;1;7;18;1;7;7;31;29;10567;7719;8563;1230;719;47;1604;796;652;6;62;12;56;2141;122;3;0;437;73;107;496;10560;41390;0;0;0;0;0;0;0;0;0;23197
Guanacaste;Hojancha;2015;7757;14.58;0;19.79;189;2;3;0;2;19;146;1;0;88.18;91.81;105.64;87.16;19870;2.56;9053;1.17;9485176;1223;40;0;1;0;0;1;1;0;2;10;2;0;0;6;7;4;97;95;638;2523;3879;13;29;650;674;138;96;1745;47451;0;26;16;6;0;0;0;10;5;6;1;0;8;1;2;7;617;5;0;1;1;0;0;0;3;13;3;0;1;0;8;9;12;2;7;3;21;8;2086;961;1237;164;128;4;209;169;126;0;0;4;41;88;74;14;2;126;6;19;63;2080;7757;0;0;0;0;0;0;0;0;0;5771
Guanacaste;La Cruz;2015;24565;23.43;0.87;22.13;269;7;32;1;12;181;76;1;6;95.62;71.22;76.6;89.67;44351;1.81;35075;1.43;35156690;1431;79;2;3;0;1;6;0;0;3;15;6;9;2;1;13;5;437;408;1448;6649;3509;8;51;2690;2321;596;461;6558;155262;1;39;29;4;1;2;0;0;8;6;1;0;8;16;2;13;635;3;4;2;0;0;0;0;1;6;2;4;1;1;0;5;19;4;11;11;37;25;4990;3217;4021;508;365;495;1027;393;75;16;28;0;22;119;539;20;0;107;99;16;192;4776;24565;0;0;0;0;0;0;0;0;0;11808
Guanacaste;Liberia;2015;70108;21.62;1;16.15;78;11;49;11;40;776;659;11;21;90.59;92.88;107.29;90.2;133121;1.9;89667;1.28;136908792;1953;293;11;11;8;1;10;16;0;9;87;12;5;14;4;53;5;1165;1151;5863;26777;6373;8;36;7734;5817;1925;1300;26757;17235;24;84;284;59;1;7;0;1;59;44;8;0;86;4;56;122;1516;4;8;1;2;0;1;0;1;12;2;1;2;2;1;8;19;2;9;14;36;33;17372;14289;16793;1795;1127;376;1252;2314;700;10;426;4;226;2309;1001;2570;0;752;772;493;666;17294;70108;0;0;0;0;0;0;0;0;0;43059
Guanacaste;Nandayure;2015;11594;21.58;0;17.99;91;5;10;5;6;111;133;2;0;95.1;96.86;123.58;103.57;38316;3.3;19245;1.66;19454530;1678;57;1;2;2;0;2;1;0;3;11;6;0;2;0;15;4;136;145;1002;4044;2319;14;34;1112;1179;278;139;2178;1745;0;49;30;6;0;0;0;0;10;6;1;0;8;11;2;9;705;5;7;2;1;0;2;0;3;9;5;0;2;2;0;13;12;1;8;6;44;19;3391;1780;2297;339;63;192;747;262;84;0;1;0;171;100;68;28;0;65;58;48;71;3385;11594;0;0;0;0;0;0;0;0;0;8278
Guanacaste;Nicoya;2015;53829;23.53;0.59;16.47;102;15;52;3;9;519;1783;4;2;89.54;98.55;132.41;91.99;135495;2.52;90535;1.68;95517423;1774;315;5;12;11;2;18;7;3;15;94;18;3;12;3;62;4;753;769;5609;20195;3589;15;31;5217;5066;1250;850;14106;8054;13;69;256;42;9;9;1;1;142;33;4;0;43;26;32;67;2710;6;6;3;1;1;2;0;3;17;3;1;2;2;1;12;16;2;8;16;104;54;15495;8105;10063;1063;671;945;841;1917;979;46;389;22;237;1607;297;20;0;408;66;180;375;15349;53829;0;0;0;0;0;0;0;0;0;39567
Guanacaste;Santa Cruz;2015;62892;18.26;0.2;15.01;703;13;13;0;8;267;1569;4;5;96.8;74.37;125.11;91.3;135359;2.15;94492;1.5;190512225;3029;350;9;12;8;2;28;11;2;23;79;38;3;13;7;50;5;938;882;4813;24595;4838;12;39;5764;5490;1448;986;17235;12824;11;141;293;63;6;11;1;1;153;44;26;0;105;9;75;99;2848;6;9;4;2;0;1;0;4;13;6;0;2;2;1;8;16;2;5;17;74;51;17182;13356;14757;1368;2281;1369;556;1597;1008;584;273;12;320;3300;251;162;0;554;17;408;697;17132;62892;0;0;0;0;0;0;0;0;0;39431
Guanacaste;TilarÃ¡n;2015;21047;18.33;0.42;15.42;75;6;25;10;17;129;21;7;2;91.22;89.63;97.18;95.04;58524;2.78;48412;2.3;27884583;1325;107;4;4;4;0;2;3;2;11;36;6;0;3;0;22;4;239;249;1379;5561;3508;14;33;1945;1825;429;240;6318;6558;1;64;82;23;2;0;2;0;28;16;2;0;25;1;10;31;804;5;17;1;1;1;2;0;5;17;3;0;2;1;0;10;11;1;11;6;40;19;6189;3897;5013;665;165;318;1218;484;222;16;63;27;52;214;144;40;0;1111;5;60;209;6172;21047;0;0;0;0;0;0;0;0;0;14622
Heredia;Barva;2015;43776;23.05;0.35;10.05;144;10;22;16;36;228;7;10;29;91.72;77.55;95.89;92.96;127832;2.92;50363;1.15;49134880;1122;176;5;9;5;2;7;7;1;11;36;11;2;9;4;49;5;576;581;2890;13285;4378;10;32;3568;3152;899;577;21911;19640;2;14;102;39;0;7;1;0;16;23;51;0;51;0;15;50;0;4;9;2;2;0;1;0;3;8;3;0;2;2;1;11;13;2;19;7;18;17;11619;5222;5940;524;925;245;156;877;337;0;300;3;170;184;333;324;0;445;0;470;647;11619;43776;0;0;0;0;0;0;0;0;0;31461
Heredia;BelÃ©n;2015;25296;20.91;0;8.18;156;5;5;5;1;126;35;2;5;81.96;119.7;101.35;78.85;59813;2.36;18812;0.74;291069182;11507;111;0;3;5;0;1;3;4;2;31;7;1;4;4;29;4;259;246;1428;6334;5059;11;28;2777;1798;901;330;15088;16640;4;34;243;53;1;15;1;0;47;69;11;0;118;1;44;103;112;4;0;0;1;2;2;0;1;12;3;0;1;2;2;11;13;3;4;6;9;9;6182;23924;24734;2655;3217;382;516;1883;992;7;357;101;358;1097;11167;21;0;828;1;343;809;6182;25296;0;0;0;0;0;0;0;0;0;18012
Heredia;Flores;2015;23426;23.81;0;10.36;157;4;4;11;0;181;32;2;9;99.12;79.24;113.72;105.01;66188;2.83;33829;1.44;64716272;2763;103;1;10;0;1;5;3;2;1;37;3;1;3;0;30;4;339;356;1457;5881;5857;11;33;1992;1898;679;357;10324;33176;2;14;154;33;0;11;0;0;19;50;6;0;73;0;21;84;795;4;3;2;1;1;0;0;0;16;1;0;4;1;0;13;15;2;9;3;5;8;5930;7446;8170;883;1364;207;506;992;899;0;218;0;194;270;1624;17;0;272;0;81;643;5930;23426;0;0;0;0;0;0;0;0;0;15949
Heredia;Heredia;2015;135292;23.17;0.44;10.87;44;21;51;5;27;505;88;25;54;84.08;87.45;129.71;86.13;415707;3.07;139760;1.03;550470604;4069;565;13;31;7;1;16;25;12;27;180;20;11;21;12;126;5;1516;1546;9574;48864;6442;11;28;11381;12787;3293;1830;89395;22384;21;82;912;203;4;41;1;1;171;176;244;0;380;0;195;245;2546;4;7;1;2;1;1;0;2;13;1;1;2;2;1;9;14;3;11;22;33;37;36285;77548;83759;7727;23624;2363;1271;9748;2249;736;5000;4;719;1401;16841;1698;0;6974;0;878;2526;36279;135292;0;0;0;0;0;0;0;0;0;93490
Heredia;San Isidro;2015;21985;25.9;0.4;11.55;163;4;23;17;9;154;7;4;10;87.06;78.1;110.71;95.26;59949;2.73;19354;0.88;30957926;1408;103;0;10;2;2;1;4;1;4;34;3;1;4;0;29;4;222;241;1327;5436;5496;10;30;1683;1706;566;251;12349;10324;2;14;52;24;0;2;0;1;14;10;28;0;37;0;12;29;112;5;0;0;2;0;1;1;2;15;1;0;5;2;0;13;11;2;8;5;11;11;5947;3095;3472;379;231;21;275;893;274;0;37;0;136;125;109;115;0;321;0;193;363;5947;21985;0;0;0;0;0;0;0;0;0;15301
Heredia;San Pablo;2015;30144;20.42;0.53;8.75;216;6;8;3;10;72;17;12;7;99.42;47.72;52.8;95.63;83413;2.77;19625;0.65;41906242;1390;109;0;5;0;0;2;5;1;4;31;3;2;5;2;24;5;344;328;1730;7982;5024;11;28;1348;1001;467;377;16640;113578;3;8;83;35;0;6;0;1;18;24;40;0;45;0;18;34;0;4;0;1;2;0;0;0;1;10;1;1;2;2;1;8;13;3;12;2;7;7;8195;6062;6638;619;2667;31;47;579;425;0;375;0;168;64;956;151;0;315;0;64;177;8195;30144;0;0;0;0;0;0;0;0;0;21083
Heredia;San Rafael;2015;51736;24.55;0.14;10.82;535;9;7;2;6;186;22;6;21;92.4;67.3;43.44;91.77;113319;2.19;48737;0.94;60690994;1173;204;3;17;4;1;3;4;3;11;62;12;3;3;4;54;5;620;613;3286;15071;5748;10;31;3643;1688;1064;721;26496;15088;7;22;145;73;0;8;1;0;27;54;15;0;84;0;22;98;476;4;4;1;1;1;1;0;2;12;2;1;3;1;1;10;14;3;10;4;17;20;13375;5939;7311;662;1063;648;167;1244;578;1;162;13;415;352;410;74;0;737;1;159;625;13375;51736;0;0;0;0;0;0;0;0;0;33543
Heredia;Santa BÃ¡rbara;2015;39843;25.99;0;13.29;2301;8;11;17;9;218;38;7;14;98.75;88.98;73.42;98.96;107012;2.69;36214;0.91;43294492;1087;177;1;8;3;0;5;11;5;7;51;8;1;10;6;34;4;475;474;2477;11043;4980;10;33;3837;2287;1008;504;19640;12349;2;16;103;33;0;3;0;1;14;27;11;0;47;0;7;56;192;4;2;1;3;1;1;0;2;13;2;0;2;3;2;9;13;2;8;4;14;14;10394;4327;5007;504;420;309;303;1043;286;2;169;4;109;152;712;59;0;440;0;44;451;10394;39843;0;0;0;0;0;0;0;0;0;25705
Heredia;Santo Domingo;2015;46710;24.9;0.21;7.61;203;10;12;20;9;164;30;9;19;100.19;112.87;134.3;101.53;88702;1.9;44129;0.94;103327034;2212;233;3;12;5;2;0;6;3;8;80;7;4;8;3;61;5;531;531;2733;12355;4671;14;28;4850;4225;1363;486;22384;26496;8;29;244;68;0;13;0;0;24;63;30;0;150;0;32;113;571;5;6;0;1;1;1;0;2;17;1;1;3;2;1;13;10;2;6;11;21;21;11726;12182;13680;1279;3248;581;169;1759;1815;0;550;0;359;315;1425;175;0;1154;0;196;655;11726;46710;0;0;0;0;0;0;0;0;0;33424
Heredia;SarapiquÃ­;2015;72218;26.33;1.25;19.04;104;16;88;6;17;845;157;17;24;96.93;72.39;73.69;96.73;169131;2.34;111081;1.54;76243492;1056;186;10;9;4;1;22;2;2;4;40;13;8;7;3;44;5;1105;1094;4082;19426;4514;7;46;7573;6125;1898;1124;33176;26757;2;81;173;16;1;2;1;25;27;27;2;0;31;0;14;50;1694;3;9;3;0;0;1;0;1;6;2;1;1;1;0;6;16;4;12;22;106;75;16509;11037;12137;1901;1440;282;4494;1314;159;42;10;28;8;291;539;16;0;1151;1;125;336;16290;72218;0;0;0;0;0;0;0;0;0;31706
LimÃ³n;GuÃ¡cimo;2015;50326;18.22;0.83;20.47;351;12;47;27;42;226;88;8;7;106.85;78.35;61.14;104.52;135630;2.7;71398;1.42;44726701;889;159;9;7;0;1;13;4;1;6;40;12;9;10;0;29;4;858;833;3576;14066;4194;8;43;5262;3186;1380;845;21415;0;2;49;90;12;1;2;0;0;10;13;1;0;26;0;8;32;1226;3;11;3;1;0;0;0;1;8;2;2;1;2;0;6;17;5;8;9;49;40;12373;5637;6278;975;115;103;2146;998;90;18;23;0;44;84;178;8;0;1136;0;84;276;12282;50326;0;0;0;0;0;0;0;0;0;41489
LimÃ³n;LimÃ³n;2015;98065;24.24;1.37;21.06;153;26;61;10;73;12;468;16;73;86.49;105.71;102.31;88.93;245491;2.5;141061;1.44;207743609;2118;489;17;14;9;4;22;18;10;32;109;30;43;15;5;92;5;1735;1768;8710;47205;3772;9;40;13028;9473;3118;2042;52164;28436;13;67;369;60;1;7;1;5;56;58;9;1;146;6;36;168;2236;5;8;2;2;1;1;0;3;11;3;4;1;2;1;9;21;5;11;26;126;81;28011;24483;28075;3038;2329;4927;6538;3412;785;16;531;4;88;571;490;70;3;2021;77;279;2896;27383;98065;0;0;0;0;0;0;0;0;0;66628
LimÃ³n;Matina;2015;43546;23.46;0.83;21.92;156;10;47;3;30;5;75;4;15;102;81.42;71.86;95.98;122813;2.82;65977;1.52;32569186;748;142;7;3;0;5;16;4;0;6;33;10;9;2;2;21;5;868;811;2809;14152;4355;6;46;5097;3660;1266;844;24774;0;1;53;74;16;1;0;0;0;7;10;1;0;19;0;9;26;954;3;8;4;1;0;0;1;1;8;2;2;1;0;0;5;19;3;5;8;46;37;11001;11417;12131;2543;163;12;8131;486;203;13;4;42;5;47;64;5;0;178;0;71;164;10720;43546;0;0;0;0;0;0;0;0;0;42357
LimÃ³n;PococÃ­;2015;139975;18.52;0.68;20.86;1546;37;53;23;45;896;252;46;14;97.48;90.94;92.1;92.41;348570;2.49;172775;1.23;176418924;1260;489;21;27;10;2;30;24;1;27;117;32;21;15;12;93;4;2356;2216;10924;47943;3783;8;38;15424;11677;4101;2349;70820;22116;6;186;412;70;3;7;5;1;53;90;13;1;110;5;42;150;3680;3;9;2;2;0;1;0;2;8;2;2;2;1;1;7;17;3;6;26;140;117;37091;28148;30519;4495;1675;1304;10182;6051;843;23;252;42;70;827;1277;76;5;1418;19;360;1600;36490;139975;0;0;0;0;0;0;0;0;0;87921
LimÃ³n;Siquirres;2015;62627;21.54;0.76;20.68;307;19;30;2;16;21;40;13;32;98.61;95.67;82.7;98.97;167571;2.68;92920;1.48;128833543;2057;233;12;11;0;2;15;9;0;11;64;11;11;8;6;27;5;1067;1060;3966;19584;3296;8;38;7135;5296;1930;1054;28436;24774;3;48;164;19;5;2;1;0;31;37;4;0;66;0;15;74;1896;4;11;2;1;0;0;0;2;10;2;2;2;1;1;4;17;2;10;13;86;62;16945;13528;14467;2593;407;332;7220;848;126;27;4;3;20;223;1212;28;0;667;0;56;701;16836;62627;0;0;0;0;0;0;0;0;0;38953
LimÃ³n;Talamanca;2015;38984;20.45;1.73;22.38;95;14;64;7;37;114;66;29;11;114.27;80.86;60.94;91.36;119016;3.05;33015;0.85;34613327;888;136;20;9;1;1;13;6;0;6;29;5;2;8;6;16;6;961;761;2662;15169;2785;7;49;4716;2765;1203;983;22116;21415;1;57;96;20;1;4;0;0;82;19;3;0;49;1;10;18;1104;3;20;3;2;0;0;0;2;7;1;1;2;2;2;4;25;4;11;16;80;49;8580;5662;6415;1031;89;81;2137;670;141;10;35;0;33;813;403;10;0;790;2;73;97;7503;38984;0;0;0;0;0;0;0;0;0;19165
